noteId,tweetId,currentStatus,coreNoteIntercept,noteLength,sourceCount,sourceTrust,sourceTrustTier,sourceDomains,tone,saysWrong,bridging,humanPrediction,humanShouldPost,tweetText,noteText
1820105284419047613,1820076273777221811,CURRENTLY_RATED_HELPFUL,,323,2,0.4,unknown,mhlw.go.jp,0.9,0.7,0.8,,,"","レプリコンワクチンとして、承認され、今般10月から始まるのは、新型コロナウイルス用のワクチンであり、肺炎球菌用のワクチンではありません。  https://www.mhlw.go.jp/content/10906000/001266060.pdf  肺炎球菌ワクチンは、定期接種にはニューモバックスNP（23価肺炎球菌莢膜ポリサッカライドワクチン）と呼ばれるレプリコンワクチンとは全く関係のないワクチンが使用されます。  https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/kenkou/kekkaku-kansenshou/haienkyukin/index_1.html"
1840531867390591340,1840528375368032262,CURRENTLY_RATED_HELPFUL,,320,1,0.4,unknown,web3antivirus.io,0.8,0.8,0.9,,,"","⚠️ Deceptive site ahead    Potential threats on ipfs[.]io include:      * Fake versions of MetaMask    * Secret Recovery Phrase or password theft    * Malicious transactions resulting in stolen assets    Advisory provided by Ethereum Phishing Detector and Web3 Antivirus - https://web3antivirus.io/scam-report/?id=524840"
2013166856371364038,2013131387184799982,CURRENTLY_RATED_NOT_HELPFUL,,218,3,0.4,unknown,archive2017.cdp-japan.jp; cdp-japan.jp,0.9,0.5,0.8,,,"","これは2020年9月に解散した旧立憲民主党の政策です。  https://archive2017.cdp-japan.jp/movie/20180620_0476    一方、現在の立憲民主党では、避難計画など安全性が担保されない限り再稼働は認められない、という立場です。  https://cdp-japan.jp/news/20211001_2257  https://cdp-japan.jp/news/20210519_1383"
1782096185664106617,1782054127075217441,CURRENTLY_RATED_NOT_HELPFUL,,165,1,0.4,unknown,jewishpress.com,0.2,0.7,0.2,,,"","surpreendentemente Está vivo  https://www.jewishpress.com/news/eye-on-palestine/israeli-wounded-trying-to-remove-booby-trapped-palestinian-authority-flag/2024/04/21/"
1683835060468989952,1683823831557758983,CURRENTLY_RATED_HELPFUL,,220,1,0.2,low,twitter.com,0.9,0.7,0.8,,,"","Trata-se de uma computação gráfica, fruto da colaboração entre a Warner Bros. e o Eye Studios. Não pode ser vista a olho nu.     https://twitter.com/lovindubai/status/1683748207908597761?s=46&amp;t=XonyQXB-GbZDrhAjdVNMYQ"
2023133657808900571,2023035886095794512,CURRENTLY_RATED_NOT_HELPFUL,,87,1,0.2,low,x.com,0.6,0.3,0.8,,,"","Content stollen without credit from https://x.com/fluxfolio_/status/2023017741037253068"
1934677553861816686,1934664858131419339,CURRENTLY_RATED_NOT_HELPFUL,,149,1,0.4,unknown,maps.app.goo.gl,0.8,0.7,0.8,,,"","They’re just maquettes, not actual F-14. You can confirm that by looking at older images on Google Maps.    https://maps.app.goo.gl/5vTvKxEJEYoVVLJT9"
2016724490340741329,2016548208907096335,CURRENTLY_RATED_NOT_HELPFUL,,351,1,0.4,unknown,univision.com,0.3,0.5,0.5,,,"","Senator Paul's comparison is inaccurate. Nicolás Maduro is not the legitimate president of Venezuela. He lost the election by 37%, yet decided to steal it and suppress his own people.&quot;    https://www.univision.com/noticias/america-latina/centro-carter-oea-sobre-elecciones-presidenciales-en-venezuela-edmundo-gonzalez-gano-mas-del-67-de-los-votos"
1644211699317194756,1643790226828013568,CURRENTLY_RATED_HELPFUL,,310,1,0.4,unknown,theolivepress.es,0.8,0.5,0.8,,,"","El Ku Klux Klan basó su vestimenta blanca en la de los nazarenos de la Hermandad de los Negritos de Sevilla, pero ambas organizaciones no tienen ninguna relación ideológica o histórica. https://www.theolivepress.es/spain-news/2022/04/16/why-are-the-semana-santa-hats-conical-and-are-they-linked-to-the-kkk/amp/"
2022111367679889539,2021983653576995005,CURRENTLY_RATED_NOT_HELPFUL,,41,0,0.5,unknown,,0.1,0,0.1,,,"","NNN.  Add a comment like a normal person."
1822456429233475948,1822381755782889624,CURRENTLY_RATED_NOT_HELPFUL,,93,0,0.5,unknown,,0.1,0.5,0.1,,,"","I thought Elon had removed all bot accounts. Since that’s true, this can’t be a bot account. "
1737362764597964972,1737083261866713403,CURRENTLY_RATED_HELPFUL,,772,5,0.9,high,theguardian.com; wsj.com; washingtonpost.com; nytimes.com; abc.net.au,0.8,0.7,0.8,,,"","This is false. Pavlou was suspended from the University of Queensland for protesting against the CCP.    https://www.theguardian.com/australia-news/2020/may/24/how-a-20-year-old-student-put-the-spotlight-on-australian-universities-cosy-relationship-with-china    https://www.wsj.com/articles/australian-student-critical-of-china-threatened-with-expulsion-prosecution-11589896253    https://www.washingtonpost.com/world/asia_pacific/student-known-as-vocal-critic-of-china-faces-expulsion-from-australian-university/2020/04/16/1a1e0a9a-7ee0-11ea-84c2-0792d8591911_story.html    https://www.nytimes.com/2020/05/29/world/australia/drew-pavlou-china-university-queensland.html    https://www.abc.net.au/news/2020-06-04/anti-china-activist-drew-pavlou-uq-senate-hearing/12320016"
1684810937939771392,1684580230382628868,CURRENTLY_RATED_NOT_HELPFUL,,31,0,0.5,unknown,,0.9,0,0.8,,,"","Ethanol has great drying power."
1851188609174630847,1851163408281780624,CURRENTLY_RATED_HELPFUL,,311,1,0.4,unknown,business.x.com,0.8,0.1,0.9,,,"","This post contains an advertisement for a gambling website.    It violates X's prohibition on promoting gambling content and breaches intellectual property rules by using copyrighted photos without permission for monetization.    https://business.x.com/en/help/ads-policies/ads-content-policies/gambling-content"
1932641488963326106,1932260376177222056,CURRENTLY_RATED_NOT_HELPFUL,,108,0,0.5,unknown,,0.1,0.5,0.1,,,"","I am old enough to have LITERALLY flown on Trumo airline and he peaked, at that time.  Downhill, ever since."
1736161447766323625,1736068314533695732,CURRENTLY_RATED_NOT_HELPFUL,,110,0,0.5,unknown,,0.2,0,0.1,,,"","NNN   this post doesn't need a CN , he is expressing his own opinion,  and the notes abive is pure abuse of CN"
1682314721993846784,1636965597463584769,CURRENTLY_RATED_HELPFUL,,151,1,0.2,low,youtu.be,0.9,0.7,0.9,,,"","動画に写っている兵士は本物の兵士ではなく役者です。    ロシア人歌手のアンナ・ハニナ(Anna Khanina)さんの楽曲「子守唄(Lullaby)」のミュージックビデオの撮影の一部分です。    実際のミュージックビデオはこちら  https://youtu.be/d84dw7EGWOU?t=78"
1740858991536992690,1740639144957903158,CURRENTLY_RATED_NOT_HELPFUL,,73,0,0.5,unknown,,0.8,0.3,0.2,,,"","外部のまとめサイト等への誘導は、X及びコミュニティノートへの協力者の影響力が及ばない情報との接触をうながすこととなるので、推奨できないと考えます。"
1922378012038987792,1922224947029553493,CURRENTLY_RATED_NOT_HELPFUL,,366,1,0.9,high,2001-2009.state.gov,0.4,0.3,0.3,,,"","The original court decision from 2010 declared it hate speech. Under that was overturned in 2022. Both decisions came after the end of apartheid, It is just not possible to rule out political bias of the new sentence.https://2001-2009.state.gov/r/pa/ho/time/pcw/98678.htm#:~:text=Apartheid%2C%20the%20Afrikaans%20name%20given,a%20democratic%20government%20in%201994."
1780633535490953567,1779846568218394993,CURRENTLY_RATED_NOT_HELPFUL,,94,0,0.5,unknown,,0.3,0.5,0.1,,,"","NNN This person is misinformed but they're expressing an opinion. Correct them in the replies."
2024592396793643305,2024414965541851246,CURRENTLY_RATED_HELPFUL,,92,1,0.2,low,x.com,0.3,0,0.8,,,"","Stolen tweet.    Original Poster is: https://x.com/denpafish/status/2024576635639398893?s=20"
1890083133716050250,1890040283246756210,CURRENTLY_RATED_HELPFUL,,412,1,0.4,unknown,noticias.uol.com.br,0.8,0.7,0.8,,,"","O perfil mostrado na imagem da esquerda é FALSO, e isso já foi constatado por agencias de checagem.     Nas redes sociais da Deise, a mulher que foi presa por assassinato, não existe indicações que denotem a ideologia politica dela ou de preferência em candidato &quot;X&quot; ou &quot;Y&quot;.    https://noticias.uol.com.br/confere/ultimas-noticias/2025/01/16/perfil-falso-deise-moura-apoiadora-bolsonaro.htm  "
1907505778812183024,1907446798689751110,CURRENTLY_RATED_NOT_HELPFUL,,126,1,0.6,medium,forbes.com,0.8,0.7,0.8,,,"","Switch 2 games are $90    https://www.forbes.com/sites/paultassi/2025/04/02/nintendo-switch-2-flips-the-switch-on-80-90-games/"
1719090321315725416,1718995783767191841,CURRENTLY_RATED_HELPFUL,,134,1,0.4,unknown,quoteinvestigator.com,0.9,0.7,0.9,,,"","Henry Ford never said that. The earliest record of this quote is 1999.     https://quoteinvestigator.com/2011/07/28/ford-faster-horse/"
1993700926620663836,1993580768191500468,CURRENTLY_RATED_HELPFUL,,217,1,0.4,unknown,share.google,0.8,0.7,0.9,,,"","This is a common scam tactic trying to get people to give out possible security question answers.    Protect Your Personal Information From Hackers and Scammers | Consumer Advice https://share.google/Iywe2X92f8S4fevqZ"
1772864770560938486,1772528556431786412,CURRENTLY_RATED_NOT_HELPFUL,,187,0,0.5,unknown,,0.2,0,0.2,,,"","NNN. Un solo viaje en el metro de París es suficiente para comprobar que las prácticas de higiene no son muy buenas. Entonces rumores o no, los datos expuestos tienen una cuota de verdad."
1735238925134840260,1735209273611682201,CURRENTLY_RATED_HELPFUL,,191,1,0.4,unknown,maldita.es,0.8,1,0.8,,,"","Es un bulo. Pablo Iglesias nunca escribió ese post. La imagen está manipulada.    https://maldita.es/malditobulo/20200330/pablo-iglesias-disfrutaria-viendo-como-matan-a-tiros-lideres-pp-bulo/"
1872000458992369914,1871801848333508878,CURRENTLY_RATED_HELPFUL,,311,1,0.4,unknown,business.x.com,0.8,0.2,0.8,,,"","This post contains an advertisement for a gambling website.    It violates X's prohibition on promoting gambling content and breaches intellectual property rules by using copyrighted photos without permission for monetization.    https://business.x.com/en/help/ads-policies/ads-content-policies/gambling-content"
1980881683617386929,1980810678786253117,CURRENTLY_RATED_HELPFUL,,137,1,0.9,high,washingtonpost.com,0.2,0.7,0.8,,,"","He can’t.        Hesgeth was a passenger   https://www.washingtonpost.com/national-security/2025/10/18/caine-hegseth-fighter-jets-nevada/"
1833182466196078696,1833158478921179409,CURRENTLY_RATED_HELPFUL,,147,1,0.2,low,x.com,0.9,0.7,0.8,,,"","An employee from Riot has stated that there currently are not any plans for a global release.    https://x.com/JoeHixson/status/1833176826145128457"
1980018124629180521,1979868849446244561,CURRENTLY_RATED_HELPFUL,,237,1,0.4,unknown,ndw.jp,0.8,0.7,0.9,,,"","The quote doesn't exist    The tweet and article are misquoting a Japanese article where Miyamoto explains why he made the Nintendo Museum    https://www.ndw.jp/nintendomuseum-interview-240925/  [Found under &quot;任天堂を選んでもらえる理由を作る&quot;]"
1874144556712943786,1873948343627636974,CURRENTLY_RATED_HELPFUL,,99,1,0.2,low,x.com,0.1,1,0.1,,,"","She lied    https://x.com/flakkopoetik/status/1874096087172346199?s=46&amp;t=HzFmlRGn8JNLnmBpda8Psg"
1747010710620524965,1746968371051032822,CURRENTLY_RATED_HELPFUL,,604,2,0.4,unknown,ansm.sante.fr; drees.solidarites-sante.gouv.fr,0.8,0.3,0.5,,,"","79% de la population française vax, soit 56M d'individus  31 000 décès par AVC par an en France, soit une moyenne de 85 par jour.  Statistiquement, sur 56 M vax, certains ont fait un AVC et en sont mort   123000 AVC hospitalisés en 2019. Avant covid     https://ansm.sante.fr/actualites/les-vaccins-a-arnm-contre-la-covid-19-naugmentent-pas-le-risque-dinfarctus-du-myocarde-daccident-vasculaire-cerebral-ou-dembolie-pulmonaire-chez-les-adultes-de-moins-de-75-ans    https://drees.solidarites-sante.gouv.fr/publications-communique-de-presse/etudes-et-resultats/en-france-les-avc-sont-plus-frequents-plus  "
1723233025788690794,1723197820067520535,CURRENTLY_RATED_HELPFUL,,206,1,0.9,high,sciencedirect.com,0.8,0.3,0.8,,,"","Stroke in children has existed prior to COVID-19 with more than 3.3 in 100,000 children suffered from ischemic stroke back in 2000.    https://www.sciencedirect.com/science/article/abs/pii/S107190910080025X"
1999935753472582064,1999783928886911474,CURRENTLY_RATED_HELPFUL,,381,2,0.2,low,instagram.com; nationalgeographic.com,0.8,0.7,0.8,,,"","The clip is AI-generated fiction, not a real cougar rescue — creators and reposts identify it as fabricated using AI: https://www.instagram.com/reel/DSKZnWvEvBX/ Real cougar attacks on cyclists can be violent or fatal and do not typically end in friendly “rescues”: https://www.nationalgeographic.com/animals/article/fatal-cougar-attack-washington-sj-brooks-isaac-sederbaum-animals"
1877618502544318573,1877471588762669183,CURRENTLY_RATED_NOT_HELPFUL,,269,1,0.4,unknown,sussex.com,0.8,0.3,0.8,,,"","The original post by Harry and Meghan also offer resources and assistance for those affected by the wildfires. The original post does not cover this important fact. You can find a link to the full post by Harry and Meghan - https://sussex.com/southern-california-fires/"
1881228975097499832,1881208660510355905,CURRENTLY_RATED_HELPFUL,,168,1,0.2,low,youtube.com,0.4,0.7,0.8,,,"","無関係な事象をこじつけたポストです。    青学大の選手がワクチンの集団接種を行ったのは、2枚目の画像から分かる通り、2022年3月26日・27日ですが、現在3年生の皆渡星七選手は2022年4月入学のため、ここに含まれていません。    関連動画  https://www.youtube.com/watch?v=8Ep9z97UK2U"
1730287507630117288,1730279821190529207,CURRENTLY_RATED_HELPFUL,,239,1,0.4,unknown,google.com,0.4,0.7,0.8,,,"","La información es claramente falsa, ya que la fotografía corresponde a una mujer agredida en Barcelona.    https://www.google.com/amp/s/www.lavanguardia.com/politica/20171001/431695207716/anciana-herida-votacion-referendum.html%3ffacet=amp"
1996297063596712032,1996274342771269716,CURRENTLY_RATED_HELPFUL,,227,1,0.9,high,snopes.com,0.6,0.7,0.8,,,"","No, $3B was not spent on electric vehicles at USPS. It was “allocated” which is a very different thing. The funds are reserved for them, which is behind schedule.    https://www.snopes.com/fact-check/electric-mail-trucks-biden/"
2025975011497107775,2025754905420742877,CURRENTLY_RATED_NOT_HELPFUL,,323,1,0.6,medium,en.wikipedia.org,0.4,0.7,0.5,,,"","Romusha labor &amp; famine killed huge numbers fast.  The ~903 stragglers who stayed &amp; fought Dutch deserve respect. many died &amp; are honored. But aid came after surrender and doesn't erase occupation pain or make us &quot;ungrateful.&quot;  https://en.wikipedia.org/wiki/Japanese_occupation_of_the_Dutch_East_Indies"
1871772163625079027,1871523767014527107,CURRENTLY_RATED_HELPFUL,,120,1,0.4,unknown,business.x.com,0.7,0.7,0.9,,,"","Contains undisclosed ad of a gambling website.   Its against X's policies.   https://business.x.com/en/help/ads-policies"
1749427966713426366,1749129840693829685,CURRENTLY_RATED_NOT_HELPFUL,,301,1,0.4,unknown,oratia.co.nz,0.7,0,0.4,,,"","Māori broadcaster and urban Māori advocate Willie Jackson supports Destiny's urban Māori status by arguing that Tamaki and Destiny Church had changed the lives of thousands of former Māori criminals, fraudsters, and drug dealers for the better.    Soruce: https://www.oratia.co.nz/product/urban-maori/"
1883061778105401835,1882945598774710387,CURRENTLY_RATED_NOT_HELPFUL,,588,3,0.2,low,x.com; willax.pe,0.1,0.7,0.5,,,"","TRAUMA. El atacante fue un hincha de Alianza Lima que arrojó una piedra de forma deliberada al policía. Hasta llevaba puesto un buzo de Alianza. Un hincha cagón que no tenía nada que hacer en la presentación de su PAPÁ. Pero ahí aparecen los angelitos, todo traumados.     https://x.com/artromer_/status/1882940367470993814?t=XwoWEUtIS8QG_E4UkMaNKw&amp;s=19    https://x.com/andre121299_/status/1882957118711705945?t=qVeNyk5lEFd-lbHMHyNJgw&amp;s=19    https://willax.pe/actualidad/policia-resulto-herido-durante-traslado-de-barristas-de-la-u-a-la-noche-crema-detienen-a-presunto-implicado"
1834439487700783177,1834425274059948085,CURRENTLY_RATED_HELPFUL,,804,6,0.4,unknown,science.feedback.org; aap.com.au; cancerresearchuk.org; fullfact.org; medicalnewstoday.com,0.8,0.7,0.8,,,"","Claims about B17 or amygdalin curing cancer are false and dangerous. In the body, amygdalin is broken down into cyanide. It is important for individuals to rely on scientifically validated treatments. B17 in not a vitamin or a treatment for cancer.    https://science.feedback.org/review/vitamin-b17-neither-vitamin-nor-cancer-treatment-can-cause-cyanide-poisoning/    https://www.aap.com.au/factcheck/cancer-patients-warned-against-toxic-vitamin-b17-miracle-cure/    https://www.cancerresearchuk.org/about-cancer/treatment/complementary-alternative-therapies/individual-therapies/laetrile    https://fullfact.org/health/vitamin-B17-cancer/    https://www.medicalnewstoday.com/articles/b17-vitamin#summary    https://www.aap.com.au/factcheck/cancer-patients-warned-against-toxic-vitamin-b17-miracle-cure/"
1672588449898201088,1672367408651051009,CURRENTLY_RATED_HELPFUL,,281,1,0.4,unknown,skynews.com.au,0.9,0.7,0.9,,,"","This footage was taken in Sydney Australia (15 June 2023), and not Los Angeles    https://www.skynews.com.au/australia-news/video-footage-emerges-of-wild-fight-between-teen-customer-and-mcdonalds-worker-inside-sydneys-wynyard-station/news-story/39f9b3671e5ec7e675c815d7a789a90a?amp"
2028722909389422885,2028461721158136171,CURRENTLY_RATED_HELPFUL,,390,3,0.4,unknown,smartlog.jp; tanoshiiosake.jp; umin.ac.jp,0.9,0,0.8,,,"","テキーラのショットグラス1杯は通常30～45mL程度とされており、最も少量の30mLとしても32杯で960mLとなります  https://smartlog.jp/157949    テキーラのアルコール濃度は、メキシコのテキーラ規制委員会の規制で35～55度と決まっています  https://tanoshiiosake.jp/11044    したがって、32杯のテキーラに含まれるアルコール量は、少なく見積もって30mL×32杯×0.35=336mLとなります    成人のアルコール致死量は体重1kgあたり6～10mLであるため、体重50kgの成人女性であれば300～500mLとなり、体質等にもよりますが上記の量で充分に死亡する危険性があることに留意が必要です  https://www.umin.ac.jp/chudoku/chudokuinfo/i/i071.txt"
1761036416576868396,1761023614512493030,CURRENTLY_RATED_HELPFUL,,407,2,0.2,low,youtube.com; zdf.de,0.9,0.3,0.8,,,"","In der YouTube-Version der Folge vom 16.02.24 ist die Szene mit dem betreffenden Zitat („Nicht immer die Nazi-Keule rausholen, sondern vielleicht einfach mal ein paar Nazis keulen.“) nicht enthalten.    https://www.youtube.com/watch?v=JFBVpNgehIg&amp;t=1596s    Zitat ab Minute 33:15 in der vollständigen Sendung:  https://www.zdf.de/comedy/zdf-magazin-royale/zdf-magazin-royale-vom-16-februar-2024-106.html"
2018258259803623531,2018196754529997132,CURRENTLY_RATED_NOT_HELPFUL,,371,1,0.4,unknown,flgov.com,0.8,0.7,0.8,,,"","This is false. No released Epstein files contain any accusations against DeSantis. He actually signed legislation authorizing release of Epstein grand jury records. The Epstein case involved abuse of teenage girls, not the claims in this post.      https://www.flgov.com/eog/news/press/2024/governor-desantis-signs-legislation-authorize-release-jeffrey-epstein-grand-jury"
1883927340721291718,1883626364315803665,CURRENTLY_RATED_HELPFUL,,367,2,0.4,unknown,sueddeutsche.de; archive.is,0.8,0.7,0.8,,,"","Das Land Bayern nennt nicht Klimaaktivismus als Grund, ihr das Referendariat zu verweigern. Als Gründe für diese Entscheidung werden stattdessen ihre marxistische Gesinnung sowie Tätigkeit und Mitgliedschaft in extremistischen Organisationen angeführt.     https://www.sueddeutsche.de/politik/lehrer-berufsverbot-bayern-aktivismus-li.3186273  https://archive.is/JCBd3"
1828130176347033953,1828039806003069283,CURRENTLY_RATED_HELPFUL,,208,1,0.4,unknown,voragine.co,0.8,0,0.5,,,"","La &quot;embotelladora&quot;, según investigaciones periodísticas es Coca-Cola-Col FEMSA de Colombia.  https://voragine.co/historias/investigacion/la-calera-agua-para-coca-cola-y-bogota-pero-no-para-su-gente/"
1837114462442295363,1836677850390499640,CURRENTLY_RATED_NOT_HELPFUL,,185,1,0.4,unknown,yuhikaku.com,0.8,0.3,0.8,,,"","あくまで国籍を理由とした販売拒否は、判例上も認められていないことに留意が必要です。  このような行為を行った店舗は、行政指導の対象となり得ます。  https://yuhikaku.com/articles/-/18761    もっとも、当該店舗では「外国人」の定義が曖昧であり、国籍による差別に該当するかどうかを判断するには資料が不足していることにも注意が必要です。"
2027711397317030029,2027671597943812286,CURRENTLY_RATED_NOT_HELPFUL,,44,0,0.5,unknown,,0.8,0,0.2,,,"","NNN - Twitter is not a valid source for CN. "
1805713047731978560,1805712712112259126,CURRENTLY_RATED_HELPFUL,,594,5,0.2,low,x.com; help.twitter.com; techtarget.com; consumer.ftc.gov; medium.com,0.6,1,0.9,,,"","🚨 WARNING 🚨    ⚠️ SCAM ⚠️    This is a scam &amp; not posted from Blast’s verified account @Blast_L2:    https://x.com/Blast_L2    It’s a false promotion using the name &amp; logo for publicity to steal personal information &amp;/or other assets.    https://help.twitter.com/en/rules-and-policies/financial-scam    https://www.techtarget.com/whatis/feature/Common-cryptocurrency-scams    https://consumer.ftc.gov/articles/what-know-about-cryptocurrency-and-scams#scams    https://medium.com/giveaway-com/3-ways-to-spot-a-fake-social-media-giveaway-and-protect-yourself-from-scams-de687949b18a"
1954237935936811413,1953991025178915300,CURRENTLY_RATED_NOT_HELPFUL,,50,0,0.5,unknown,,0.8,0.5,0.6,,,"","This image is AI generated acording to wasitai.com"
1793061272520622358,1792643204308758780,CURRENTLY_RATED_HELPFUL,,519,3,0.4,unknown,sonix.ai; en.wikipedia.org; theprowlernews.org,0.8,0.5,0.7,,,"","It was Bloomberg Businessweek that first titled TS &quot;the music industry&quot;, and then Barbara Walters famously quoted it, since then, due to her continuous impact, journalists keep naming her with this and more titles, but there is no record of Taylor naming her self with it.    https://sonix.ai/resources/full-transcript-taylor-swift-interviewed-barbara-walters/  https://en.wikipedia.org/wiki/Cultural_impact_of_Taylor_Swift  https://www.theprowlernews.org/reviews/2023/11/29/taylor-swift-the-music-industry/  "
2007243267713147307,2006970570769101234,CURRENTLY_RATED_NOT_HELPFUL,,170,1,0.4,unknown,app.gptzero.me,0.6,0.3,0.5,,,"","Very high likelihood that this is all AI generated. Doesn’t mean it all fake but readers must be made aware there is heavy AI fingerprints on it.  https://app.gptzero.me/"
1742224839392313372,1742091501423698113,CURRENTLY_RATED_NOT_HELPFUL,,155,0,0.5,unknown,,0.3,0,0.8,,,"","NNN. This is an opinion, can’t be misleading. No additional context is needed. If the post breaks TOS, report it. That is not what community notes is for. "
1853192225510871320,1853175936998375576,CURRENTLY_RATED_HELPFUL,,363,1,0.2,low,x.com,0.8,0.5,0.7,,,"","La foto que presenta el post original esta sacada de contexto y muestra a un bombero con una expresión que podría llevar a malinterpretarse, pero en el siguiente post se puede ver la secuencia completa de fotos al mismo bombero donde no se aprecia expresión controversial.    https://x.com/Alex37284460/status/1853167054779560184?t=a2nYBhtTIrvHeTeOIWcrbQ&amp;s=19"
