url,needs_note,ground_truth_note,tweet_text,tags
https://x.com/i/status/2017848450268688743,yes,"The video depicts AI-generated footage, not authentic Titanic wreck exploration. The real wreck is in pitch-black depths covered in rusticles, with no such robotic arm artifact recovery shown in expeditions. https://rmstitanicinc.com/titanic-wreck https://en.wikipedia.org/wiki/Wreck_of_the_Titanic","The Titanic wreck was discovered in 1985, lying in two giant pieces and a wide section of debris, 12,500 feet below the ocean, offering a chilling glimpse into history’s most infamous shipwreck.

 https://t.co/tA0ryEa11g",ai_generated|misinformation|titanic|cgi|visual_effects|viral_video|history|oddly_satisfying
https://x.com/i/status/2012042341612396897,yes,"Lies. Fans are only chanting “1,2,3 viva l’Algerie” which is their famous slogan.   Algerian fans anger is only directed towards referees/CAF they think is corrupted (hence the money at the end of the video). Their federation actually filed a complaint against that.     https://m.youtube.com/watch?v=XjT7fsHGjI8    https://www.leparisien.fr/sports/football/finale-de-la-can-2019-mais-d-ou-vient-le-slogan-one-two-three-viva-l-algerie-17-07-2019-8119002.php    https://sportnewsafrica.com/articles/afcon-2025-algeria-files-complaint-against-senegalese-referee-after-their-elimination","After Algeria lost to Nigeria at the African Cup of Nations, Algerian fans in the stadium started chanting that they would castrate all the black men and enslave their women again.

Anyone who thinks white people are ‘the most racist’ has not met your average Arab/Muslim yet. https://t.co/nfbcxidwe5",misinformation|fake_news|sports|football|algeria|social_media_controversy|viral_video|political_commentary
https://x.com/i/status/2028492390302945420,yes,This is not Sydney Airport. This episode happened at the American Airlines counter in Santiago in Chile on 21 February 2025.  It has never been reported that his is a New Zealander. The person had also engaged in the same behaviour previously in 2024.     https://www.dailymail.co.uk/news/article-14456777/hammer-wielding-passenger-smashes-airport-counter-repeat-rampage.html  https://www.aviacionline.com/violent-incident-at-santiago-airport-raises-security-concerns,"Australia is enriched by random African. 🇦🇺

Yet authorities called him a “24-year-old New Zealander.” https://t.co/eI6xFX5Gwl",tiktok_repost|misinformation|viral_video|fake_news|airport_security|vandalism|australia
https://x.com/i/status/2015825806132392097,yes,"The video is from a June 13 2025 stream where Tylil James recounts his experience at the 2025 BET Awards specifically the red carpet   The video has no connection to current (2026)  drama, DJ Akademiks, Krich/Gigi, Kai  or any allegations     https://youtu.be/9VQK8AmW3O4  ","Tylil goes off telling his side of the story about the DJ Akademiks, KRICH, and Kai Cenat situation, says he didnt try to backdoor Ak and says KRICH is cap about trying to snitch on Gigi for a Big Birthday gift from Kai 😬

“Now kai mad at me”
“Yall showing yall true colors” 👀 https://t.co/MITl21QQ61",misinformation|social_media_controversy|pop_culture|celebrity_news|twitch_streamer|kai_cenat|tylil_james|dj_akademiks
https://x.com/i/status/2015508558406648220,yes,This is a skit    https://www.snopes.com/fact-check/black-doctor-deny-care-man-in-maga-hat/,"Doctors don’t choose who deserves care based on politics. If a patient comes into the ER injured, our job is to help them. Period. https://t.co/VE2yp3C5KC",viral_video|misinformation|satire|political_confrontation|us_politics|social_media_controversy
https://x.com/i/status/2015391434375889377,yes,"The video does not show a current real-life event, but scenes from the 2015 satirical movie &quot;Look Who's Back&quot; (Er ist wieder da).    • Source of the footage: The man is German actor Oliver Masucci. The clips were filmed in 2014/2015 for a professional cinema production.    https://m.imdb.com/de/title/tt4176826/","🚨‼️ A man in Germany dressed up as Hitler and stood on a car…
The real shock?
The public reaction was strangely calm. https://t.co/21PCYgJyg7",misinformation|satire|pop_culture|germany|look_whos_back|oliver_masucci|social_media_controversy|viral_video
https://x.com/i/status/2032695028708209107,yes,"1. The video shows Beirut, Lebanon, after Israeli bombings ;    https://x.com/mauricemartin01/status/2032126636976410763?s=46    https://www.facebook.com/share/v/1AwyqJbrUc/    2. You can clearly see Arabic writing on the cars, as well as the emblem of the Lebanese Civil Defense.    https://x.com/qthestormm/status/2032695028708209107?s=46    https://monthlymagazine.com/en/article/817/civil-defense--big-responsibilities-and-modest-resources    https://www.lorientlejour.com/article/1421452/des-pompiers-libanais-aux-premieres-loges-pour-les-jeux-olympiques.html",🚨🚨🚨 MAJOR ALERT: EXCLUSIVE FOOTAGE OF THE ISRAELI PRIME MINISTER COVERED IN A WHITE SHEET BEING PUT IN THE BACK OF AN AMBULANCE https://t.co/Et1zRV8eAG,misinformation|fake_news|israel|lebanon|beirut|breaking_news|middle_east_relations|conspiracy_theory|benjamin_netanyahu|viral_video
https://x.com/i/status/2021306283618390272,yes,"This was not China, but in Iowa in 2018.  https://www.youtube.com/watch?v=Cpq3BhjU8jY  ","🇨🇳 A new type of firework, called ""Hiroshima Romance,"" has appeared in China. https://t.co/5XnYjk0SUd",viral_video|misinformation|china|fireworks|visual_effects|iowa
https://x.com/i/status/2017185202896830881,yes,"This video depicts a fake, AI-generated confrontation between Tom Hardy and Keir Starmer that never happened. No such BBC interview exists. https://www.bbc.co.uk/search?q=Tom+Hardy+Keir+Starmer https://www.theguardian.com/search?q=Tom+Hardy+Keir+Starmer","🚨 Tom Hardy  humiliates Keir Starmer  Live on the BBC 

I do hope this is true https://t.co/zxxYZ5C366",ai_generated|misinformation|tiktok_repost|fake_news|uk_politics|keir_starmer|labour_party|political_confrontation|viral_video
https://x.com/i/status/2012218660186656954,yes,"European troops, including 15 from Germany, began arriving in Greenland in January 2026 for a symbolic NATO mission. The video used in this post is unrelated footage from a July 2025 TikTok showing UK forces at London Pride. https://www.tiktok.com/@ciaris_chiaraa/video/7523917667003157782 https://www.dw.com/en/germany-sends-troops-to-greenland-for-symbolic-nato-mission/video-75544825","🇪🇺🇬🇱 Troops from France, Germany, Sweden, Finland, Norway, &amp; the Netherlands begin arriving in Greenland.

 https://t.co/B1OTgsFGBj",misinformation|tiktok_repost|geopolitics|military_action|fake_news|london_pride|uk_forces|greenland
https://x.com/i/status/2011678696910811270,yes,"Al Jazeera and CNN report this video is from June 2025 during a past Iran-Israel conflict, not January 2026. News outlets confirm there are currently no reports of Iranian attacks or bomb shelter chaos in Israel.    https://www.aljazeera.com/news/2025/6/17/not-for-you-israeli-shelters-exclude-palestinians-as-bombs-rain-down     https://www.cnn.com/2025/06/16/middleeast/bomb-shelters-israel-iran-missiles-intl     https://www.reuters.com/world/middle-east/iran-warns-retaliation-if-trump-strikes-us-withdraws-some-personnel-bases-2026-01-14","🚨 BREAKING:

FULL ON CHAOS IN ISRAEL RIGHT NOW.

In this video, israeli jews can be seen
fighting over access to bomb shelters. 

The rats are panicking. Iran is coming. https://t.co/o6wF9L7oPD",misinformation|viral_video|geopolitics|middle_east_relations|iran|israel|breaking_news|fake_news|social_media_controversy
https://x.com/i/status/2030597298435039506,yes,Yapay zekâ aracıyla hazırlanan görüntü.  AI generated content.  https://x.com/malumatfurusorg/status/2004242272494469341,"Incredible footage from the perspective of wild mountain goats with cameras attached; they're literally flying without wings.

 https://t.co/eW3iIe4yly",ai_generated|misinformation|nature|cgi|visual_effects|viral_video|artificial_intelligence
https://x.com/i/status/2029646211976941671,yes,This is a Euro Fighter Typhoon. India doesn’t operate these fighter jets.this video not related to India or Air India or India Air Force   https://en.wikipedia.org/w/index.php?title=Eurofighter_Typhoon&amp;wprov=rarw1,"Air India flights escorted by fighter jets, evacuating Indians from the war zone at full speed. When it comes to protecting its citizens anywhere in the world, India acts decisively. This is Modi leadership. https://t.co/BJ8gxXp8ux",misinformation|viral_video|geopolitics|india|aviation|military_technology|political_commentary|cgi|visual_effects
https://x.com/i/status/2013433131089502370,yes,"Canned tuna is required to be “ready to eat,” meaning it is cooked and not raw.   https://www.foodrepublic.com/1648106/is-canned-tuna-raw-cooked/","Rick Ross’s favorite ex-girlfriend, Singer Cristina Mackey—who’s really into fitness—says she eats raw tuna straight out of the can to help maintain her physique. 👀🐟🍣 https://t.co/JlsQjTaGOO",lifestyle|fitness|celebrity_news|pop_culture|rick_ross|cristina_mackey|social_media_controversy|viral_video
https://x.com/i/status/2022570608442380321,yes,"The brawl occurred on a Jet2 flight from Antalya, Turkey, to Manchester, UK, involving British passengers, not Turks. The plane diverted to Brussels, and the disruptive individuals were banned by the airline.    https://www.dailymail.co.uk/news/article-15557151/Moment-mass-brawl-breaks-Brits-flight-Turkey-Manchester.html  https://nypost.com/2026/02/13/lifestyle/racist-jet2-passengers-banned-following-in-flight-brawl","🚨⚡️ UNUSUAL:

 The Turks are taking parliamentary fights to the skies!  

A flight from Turkey to England was diverted to Belgium after a violent brawl broke out on board.  

From fights in parliament to now fights on planes, Turkey is truly committed to resolving disputes https://t.co/w5g2rI0Rn6",viral_video|misinformation|aviation|breaking_news|uk_politics|social_media_controversy|jet2|inflight_brawl
https://x.com/i/status/2027967905657213094,yes,This video is not real footage. It comes from the video game WarThunder and does not show an real-world event.    https://en.wikipedia.org/wiki/War_Thunder,"America is no joke  

 https://t.co/QoogeNbfCE",military_technology|gaming|war_thunder|video_edit|fake_news|visual_effects|viral_video
https://x.com/i/status/2027673734954528987,yes,Khamenei was killed after President Donald Trump ordered strikes on Iran.     https://apnews.com/live/live-updates-israel-iran-february-28-2026#0000019c-a708-dfc5-adbd-a78f96480000,"All of them could not defeat this Man🤫
#iran #Tehran https://t.co/JcUtnYym5R",iran|video_edit|geopolitics|donald_trump|barack_obama|bill_clinton|us_politics|middle_east_relations|misinformation
https://x.com/i/status/2020582546858488011,yes,Us footage released by Pentagon     https://nypost.com/2025/06/26/world-news/footage-released-showing-how-bunker-buster-bombs-were-used-in-historic-iran-strike/,"Iran just dropped a video showing its own BUNKER buster BOMBS in full action.

Iran has reverse engineered American bombs that didn’t detonate during the attack on Iran’s nuclear facilities.

Yeah… America is COOKED. It’s over. https://t.co/TriVWoybhh",misinformation|geopolitics|iran|military_technology|military_action|middle_east_relations|fake_news|war_coverage
https://x.com/i/status/2031884438553182633,yes,"Per Turning Point's own ranking, Rep. Massie, is one of the most conservative legislators, with a TPAction score of 91% this session; NOT a RINO(Republican in name Only)  https://www.tpaction.com/scorecard/legislators/thomasmassie  Charlie Kirk, founder of Turning Point, often supported Rep. Massie, calling him &quot;my favorite congressman&quot;  https://x.com/i/status/810227376466620417","MAGA rallies are BACK

Trump haters are on notice 🇺🇸 https://t.co/o4heFbR5R0",tiktok_repost|us_politics|donald_trump|political_campaign|misinformation|video_edit|jake_paul|thomas_massie
https://x.com/i/status/2028717589074006028,yes,Misleading. The creators intentionally programmed the “detect AI → switch to efficient mode” behavior for efficiency reasons.     It’s not that the AIs spontaneously invented a secret language.    https://sinapsediaria.com/en/how-gibberlink-went-viral-and-became-a-cultural-phenomenon/,"Two AI agents on a phone call realize they’re both AI and ditch human language 

 https://t.co/YHkoPv3P1F",artificial_intelligence|ai_generated|viral_video|misinformation|tech_demo|gibberlink
https://x.com/i/status/2023014516238451086,yes,"The video in this post is not from the Epstein files. It appears to be old footage from McKamey Manor, an extreme haunted house attraction known for simulated torture experiences.    https://en.wikipedia.org/wiki/McKamey_Manor  https://www.theguardian.com/lifeandstyle/2015/oct/30/extreme-haunted-house-masochists-mckamey-manor    https://en.wikipedia.org/wiki/McKamey_Manor  https://www.theguardian.com/lifeandstyle/2015/oct/30/extreme-haunted-house-masochists-mckamey-manor","No mercy for these people

https://t.co/7y5BpUxmjz",tiktok_repost|reaction_video|conspiracy_theory|jeffrey_epstein|misinformation|mckamey_manor|social_media_controversy
https://x.com/i/status/2028209704548069501,yes,The video shows simulated footage from a video game depicting a battleship; the US Navy has no battleships in service and no Iranian plane attack on a US ship has occurred. https://en.wikipedia.org/wiki/List_of_current_ships_of_the_United_States_Navy https://www.reuters.com/fact-check/video-game-clip-does-not-show-real-recording-yemeni-attack-us-ship-2024-11-27/,"An Iranian plane VS a US ship.

I can watch this all day 😂 https://t.co/qjLH2rA8V1",misinformation|gaming|visual_effects|military_action|iran|fake_news|digital_combat_simulator|war_thunder
https://x.com/i/status/2032688246371827835,yes,This video is old and shows protesters in Tehran attacking the Basij headquarters in January 2026. The video was posted on Youtube on January 19th 2026.  So it is not from Tel Aviv and has nothing to do with the US-Israeli war with Iran.  https://www.youtube.com/watch?v=TFpdvwtZ_fM  https://edition.cnn.com/2026/01/17/middleeast/iran-supreme-leader-khamenei-protests-criminal-trump-intl-latam,"🚨🚨MAJOR UPDATE: ITS TOTAL CHAOS IN THE STREETS OF TEL AVIV AS THE ENTIRE CITY CONTINUES TO BURN

THE PEOPLE HAVE LOST ALL CONTROL https://t.co/Kv4PxdVknW",viral_video|misinformation|fake_news|middle_east_relations|iran|israel|protest|geopolitics|breaking_news
https://x.com/i/status/2031679518763618503,yes,"Public access AEDs began appearing across London and the UK in the late 1990s, and had become commonplace by the early 2010s, predating the COVID vaccine rollout.     https://www.sciencedirect.com/science/article/abs/pii/S0300957208003936#:~:text=In%20England%20and%20Wales%2C%20PAD,AEDs%20at%20high%20risk%20locations.&amp;text=These%20complemented%20AEDs%20already%20installed,strategies%20used%20in%20the%20UK.","Defibrillators suddenly appeared across London during the COVID jab rollout.

In play parks. On street corners. Inside phone boxes. Everywhere.

At the same time myocarditis and sudden cardiac events in young people spiked.

Kids collapsing on football pitches should never be https://t.co/Cnhue33FLV",misinformation|conspiracy_theory|uk_politics|london|covid_19|vaccine_misinformation|medical_commentary|social_media_controversy
https://x.com/i/status/2025445440687067378,yes,"Taylor Swift's first album came out the same year Hannah Montana first aired. She mentioned Hannah Montana because she was living a double life like the character back then, going to school and working on music, not as an inspiration.    https://en.wikipedia.org/wiki/Hannah_Montana    https://en.wikipedia.org/wiki/Taylor_Swift_%28album%29","""'Hannah Montana' wasn't that big"" That's the biggest lie you can say. 

Miley Cyrus was the awakening and inspiration for many singers like Taylor Swift. You're not ready for this conversation. 
https://t.co/LOobna8bRu",pop_culture|celebrity_news|taylor_swift|miley_cyrus|hannah_montana|misinformation|nostalgia|music_industry
https://x.com/i/status/2017731246173131220,yes,"False.    This video is a clip from the original. The original, filmed in 2010, shows Andrew waving goodbye to a woman and Epstein with a girl.  https://www.dailymail.co.uk/video/news/video-1987812/Video-Jeffrey-Epstein-seen-leaving-place-New-York-girl.html    Keating is the woman Andrew waved goodbye to, not the girl Epstein leaves with. Keating (born in 1981) was 29 at the time.  https://www.marieclaire.com.au/news/celebrity/katherine-keating-jeffrey-epstein/  https://www.dailymail.co.uk/news/article-15516537/How-Katherine-Keating-cut-unfortunate-friendship-paedophile-Jeffrey-Epstein.html","🚨 WATCH CLOSELY AS JEFFREY EPSTEIN QUIETLY SNEAKS A YOUNG GIRL OUT OF HIS LUXURY MANHATTAN APARTMENT

The girl is allegedly identified as the daughter of former Australian Prime Minister Paul Keating, who was in office at the time.

This footage has existed for years.
The https://t.co/QJKqDl1Jn2",misinformation|conspiracy_theory|jeffrey_epstein|celebrity_news|new_york_city|australia|viral_video
https://x.com/i/status/2015811569007894903,yes,"These bins are communal bins for local businesses and residents in Sheffield's Fargate area. They are accessed using a free key card provided to authorized users to prevent fly-tipping, not by payment. Public litter bins are available nearby.    https://www.thestar.co.uk/news/politics/fargate-sheffield-city-council-gives-launch-date-for-super-bins-seven-months-after-ps14m-revamp-5386053  https://www.youtube.com/watch?v=H0s2kM5JKWQ  https://www.facebook.com/onlinesheffield/posts/brand-new-fargate-bins-and-this-is-how-theyre-being-used-%EF%B8%8Fthese-are-the-new-unde/1397424488504433",What is this!? Another UK Council taking the p*ss! https://t.co/u0J0kNY46x,tiktok_repost|misinformation|uk_politics|social_media_controversy|sheffield|viral_video
https://x.com/i/status/2014322154960281930,yes,The video is a montage of random clips of different rabbits with different owners that can be clearly seen.    The post falsely claims that its only one rabbit being raised by the same man.  The user is creating animal rescue lies for engagement.    https://www.fourpawsusa.org/our-stories/publications-guides/fake-animal-rescue-videos,"This man found an abandoned rabbit outside the vegetable garden and then...

I love every single one of them! And I have even more love for the people who rescued and care for these little bundles of love 💖 https://t.co/pcHNKn3lzJ",misinformation|tiktok_repost|animal_rescue|viral_video|fake_news|nature
https://x.com/i/status/2013581387022905373,yes,The video is a fabricated TikTok edit combining unrelated clips and does not depict a real court proceeding or sentencing. No Minnesota fraud case matches its claims of Somali women sentenced to 25 years or a towed Ferrari. https://en.wikipedia.org/wiki/2020s_Minnesota_fraud_scandals https://www.justice.gov/usao-mn/pr/minneapolis-woman-sentenced-51-months-prison-role-feeding-our-future-250-million-fraud,It’s amazing that when Somalis are defending themselves they speak English. They commit massive fraud by stealing millions and they think they’ve done nothing wrong. https://t.co/x1tdOruyXb https://t.co/UsqJ8w5YUN,misinformation|tiktok_repost|video_edit|fake_news|social_media_controversy|viral_video|minnesota
https://x.com/i/status/2026300989700288938,yes,AI slop   https://x.com/i/status/2026351410854412558,"A staff member walks casually near the MRI safety zone. Suddenly, their keychain is ripped from their pocket, flying straight into the powerful MRI coil. The entire event is caught in dramatic, overhead surveillance footage. https://t.co/5UYZ4r0nrV",ai_generated|misinformation|viral_video|artificial_intelligence|cgi|medical_safety|mri_accident
