url,needs_note,ground_truth_note,tweet_text,tags
https://x.com/i/status/2057536960139247965,no,"The US military has killed ~194 people in strikes on boats since September 2025 (~9 months, not 5), in both the Caribbean and eastern Pacific. The US has not provided evidence victims were drug traffickers; some identified victims were fishermen with no known criminal ties. https://en.wikipedia.org/wiki/United_States_strikes_on_alleged_drug_traffickers_during_Operation_Southern_Spear https://www.theguardian.com/us-news/2026/may/15/us-military-airstrikes-caribbean-pacific-victim-identities",The USA has murdered about 200 Caribbean fisherman for no reason in the past 5 months https://t.co/QhvdTrdhlv,unhelpful_no_alt
https://x.com/i/status/2057628888272925085,no,"The dark area on Vice Admiral Harward's neck is consistent with standard broadcast TV lighting. A fill light aimed upward at his face creates a shadow cast upward from his shirt collar — a common studio artifact, not a mask. https://www.newsx.com/world/robert-harward-viral-mask-claims-emerge-after-retired-vice-admiral-fox-news-appearance-223436/","Hey @grok 

Can you explain this? https://t.co/lEqPc9lYYY",unhelpful_no_alt
https://x.com/i/status/2057261795601977520,no,"Thomas Massie did not lose his 2024 primary. Official election results from the Kentucky Secretary of State show Massie won the Republican primary for the 4th District on May 21, 2024, receiving 75.9% of the vote. He remains the incumbent U.S. Representative. https://ballotpedia.org/Thomas_Massie https://massie.house.gov/","Thomas Massie lost his primary race in Kentucky by ten points, and instead of exiting with dignity, he decided to sink into the gutter.

You don't get to blame an entire foreign country just because the voters in Kentucky were completely done with your garbage decisions in https://t.co/OdMQBDrj0Z",unhelpful_no_alt
https://x.com/i/status/2057255120056815961,no,"The autonomous vehicle shown in this video is operated by Moove, not Waymo. A reporter from 11Alive who was present at the scene confirmed the car belongs to Moove, which is a separate company testing self-driving technology in the area. https://x.com/swcopenhaver/status/1790432354784964993",The moment a Waymo drove full speed into flood waters. @11Alive https://t.co/4Q1SdWiIU7,unhelpful_no_alt
https://x.com/i/status/2056771194041356436,no,"The UK Government has stated that HS2 will not be extended north of the West Midlands. In the video provided, the Transport Secretary confirms this policy, noting that a separate study will instead look at future rail links between Birmingham and Manchester. https://www.gov.uk/government/speeches/delivering-northern-powerhouse-rail","Scottish taxpayers are paying for #HS2 but no one in this Labour Government is clear about whether this white and rather expensive elephant will ever make it across the border! It's the same old story for Scotland, Westminster just expects us to pay up without any benefit @theSNP https://t.co/pUotCfCIcV",unhelpful_no_alt
https://x.com/i/status/2056533796145549809,no,"The video shows only a police car merging into traffic behind a white sedan — no device is deployed. The ""Grappler"" is a bumper-mounted net that wraps around a fleeing vehicle's axle, not a grappling hook, and this footage does not show it in use. https://6abc.com/post/grappler-device-ripps-rear-axle-off-stolen-car-video-livonia-police-michigan-shows/17710299/","Michigan police use grappling hooks, and this happens… https://t.co/gT467cF161",unhelpful_no_alt
https://x.com/i/status/2056175329262145767,no,"As of May 2026, no film titled “Chainsaw Man: Reze” has been released or completed a theatrical run. Official MAPPA records do not list this movie, and no box office data exists for it. Jujutsu Kaisen 0 grossed over $196 million, higher than the $191.3 million claimed. https://www.mappa.co.jp/en/works-en/ https://www.boxofficemojo.com/title/tt14331144/","'Chainsaw Man: Reze' Anime Movie has Ended its run with $191.3 Million earned in Worldwide Box Office.

It’s the 2nd biggest movie released by Sony in 2025 and has surpassed Jujutsu Kaisen: 0 in earnings. https://t.co/wk6mMXJtC2",unhelpful_no_alt
https://x.com/i/status/2056116841769291987,no,"The image shows space-based lasers, Space Force insignia, and  https://www.snopes.com/fact-check/trump-55-posts-3-hours/ https://www.ibtimes.co.uk/trump-ai-military-image-gulf-tensions-1796493",JUST IN: 🇺🇸 President Trump posts image appearing to depict a nuclear strike. https://t.co/Xj1NtMcmzW,unhelpful_no_alt
https://x.com/i/status/2054903071528931698,no,"The photo shows Andrew Garfield kissing Stephen Colbert on The Late Show in January 2017, not Pedro Pascal. Pascal did kiss Colbert during a May 12, 2026 appearance promoting The Mandalorian & Grogu, but this image is from a different guest nine years earlier. https://time.com/4631316/andrew-garfield-stephen-colbert-kiss-video/ https://www.justjared.com/2026/05/13/pedro-pascal-asks-stephen-colbert-for-kiss-after-the-late-show-host-locks-lips-with-julia-louis-dreyfus-watch-now/","Pedro Pascal Promotes The Mandalorian and Grogu by Kissing Stephen Colbert On The Mouth

""For many online, the moment immediately became meme material. But it also raised another question entirely: how exactly is this helping promote The Mandalorian and Grogu to mainstream Star https://t.co/umktjyWjww",unhelpful_no_alt
https://x.com/i/status/2053217102312456605,no,"Charlie Kirk is alive. The video shows Erika Kirk accepting degrees at Hillsdale College's May 2026 commencement on behalf of herself and her husband, describing his recent participation in Hillsdale's online courses. https://x.com/i/status/2053217102312456605","Erika Kirk, who runs a white nationalist religious cult,  just received an Honorary Doctorate on behalf of her dead racist podcaster husband.   I’m fucking speechless.  https://t.co/jrZnmmhmYC",unhelpful_no_alt
