url,needs_note,baseline,fired,effect,reasoning
https://x.com/i/status/2049464880520888535,yes,nw_miss_judge_killed_bad,false,not_satire,"The post presents a straightforward news quote from US Treasury Secretary Scott Bessent and Chinese Foreign Minister Wang Yi. The author's profile describes itself as 'News and comments from Victor,' not a comedian or parody account. The comments are overwhelmingly serious political reactions—criticizing the policy, the administration, or the officials—with no laughter, joke recognition, or comedic framing. There is no self-evident absurdity, meme format, or audience-in-on-the-joke dynamic. The post reads as a sincere (though possibly biased) news report, not satire."
https://x.com/i/status/2012592974152991200,no,nnw_correct_judge_rejected,false,not_satire,"The post shows a genuine science demonstration in a NASA vacuum chamber, originally from a BBC program. The author is a science/curiosity account, not a comedian. The comments engage with the physics seriously, asking questions about the experiment, comparing it to the moon test, or mildly criticizing the video editing. No comments treat it as a joke or indicate that the audience sees it as satire. The content is an authentic educational clip, not a parody or comedic bit."
https://x.com/i/status/2047745135526428683,yes,nw_success,false,not_satire,"The post presents an infographic about H-1B visa workers with data and projections, and the comments engage with it as a serious claim—questioning the numbers, debating immigration policy, or expressing opinions. There is no indication of comedic intent, parody framing, or audience recognition of a joke. The account name 'Donald J Trump Posts TruthSocial' and the bio disclaimer suggest it may be a parody account, but the post itself is not overtly satirical; it mimics a factual news graphic. Without clear signals like punchlines, absurd hyperbole, or laughter, the post does not meet the criteria for unmistakable satire."
https://x.com/i/status/2048796043949551663,no,nnw_correct_judge_rejected,false,not_satire,"The post is a real tweet from Gary Cardone, a known figure in crypto and business, not a comedian or parody account. The video shows a golf cart doing a wheelie, which is not inherently comedic or absurd hyperbole. The text references the XRP team at a Bitcoin conference, and the comments are overwhelmingly from XRP supporters engaging seriously with the crypto rivalry, defending XRP and criticizing the poster. There is no indication that the audience treats it as a joke or that the post is a clear parody. The lack of comedic framing, punchlines, or audience laughter means it does not meet the criteria for overt satire."
https://x.com/i/status/2038078622590779632,yes,nw_published_bad,false,not_satire,"The post is a straightforward claim about a Ukrainian military breakthrough, accompanied by a realistic image of Ukrainian soldiers and vehicles. The author is a verified AFU veteran and disabled refugee, and his own comment is a serious fundraising appeal. The comments treat the post as genuine news, expressing support and analysis, with no laughter or parody signals. There is no indication of comedic intent, absurd hyperbole, or a recognizable joke format. The post is not satire."
https://x.com/i/status/2048230103994515524,no,nnw_correct_judge_rejected,false,not_satire,"The post presents an infographic about trees per person with a concerned tone ('If it isn’t alarming right now, it will be in a few years from now…'). The author's bio mentions 'sense covered in non sense' but that is vague and not specific to this post. The comments are overwhelmingly serious: some agree, some criticize the metric as misleading, and some make political/religious remarks. No comments treat the post as a joke or parody. There is no evidence of comedic framing, audience laughter, or self-evident absurdity. The post appears to be a sincere (if potentially flawed) factual claim, not overt satire."
https://x.com/i/status/2029976032799764557,yes,nw_success,false,not_satire,"The post presents a video purportedly showing a ballistic missile strike, with a caption that describes it as a close call. The author is not a known comedian or parody account, and the comments treat the video as a real event—discussing the danger, questioning the missile's speed, or correcting the location. There is no comedic framing, audience laughter, or recognition of a joke. The post is not overt satire; it is a serious (if possibly misattributed) claim."
https://x.com/i/status/2043783331540578439,yes,nw_success,false,not_satire,"The post appears to be from an account that describes itself as 'Conservative news. Unfiltered opinion.' and 'political commentary'. The post claims a new CBS poll shows Republican approval of Trump at 92.5% and asks for engagement. The comments are overwhelmingly positive and supportive, with users expressing agreement and enthusiasm. Only a few comments challenge the claim by calling it lies or pointing to other sources. There is no indication of comedic framing, parody, or satire. The account is not a known comedian or parody account. The post mimics a typical engagement-bait political post, not a joke. The lack of audience laughter, punchlines, or any other unmistakable satire signals means it should be classified as not satire."
https://x.com/i/status/2028333038547927472,no,nnw_fp_harmless,false,not_satire,"The post shows a video that appears to be a fighter jet engagement, but multiple comments point out it is fake or a video game clip. The author is not a known comedian or parody account, and the comments are mixed: some take it at face value (praising troops, criticizing Democrats), while a few call it fake. The post itself is a complaint about Democrats not giving credit, with a video that is likely a misleading or fabricated clip (possibly from a video game). There is no indication of comedic intent, audience laughter, or parody framing. The content is presented as factual (criticizing Democrats for not crediting Trump), not as satire. The video being fake does not make the post satire; it makes it a deceptive claim. Therefore, is_satire=false."
https://x.com/i/status/2015520423820083697,no,nnw_correct_judge_rejected,false,not_satire,"The author's bio explicitly states this is a 'Commentary account' 'Not affiliated with any official entity,' suggesting it is a parody or fan account, not the real Barron Trump. However, the post itself—about the U.S. military carrying out an operation against Iran—is written in a straightforward, news-like style with no overt comedic elements (no punchlines, laugh tracks, or absurd hyperbole). The comments are overwhelmingly sincere, expressing hope, prayer, and demands for action, with no one treating it as a joke. Many users appear to believe the post could be true or are reacting emotionally to the possibility of intervention. This indicates the audience is not 'in on a joke' but rather responding as if the claim might be authentic. Given the mixture of a parody account and a serious-sounding claim, and the complete lack of unmistakable comedic signals, the post is not clear-cut satire. The judgment leans toward false, as there is too much ambiguity and potential for deception."
https://x.com/i/status/2016932474081657121,yes,nw_miss_verifier_killed_good,false,not_satire,"The post is a sincere expression of support for a scientist's achievement in curing pancreatic cancer in mice, criticizing those who mock his birth defect. The author is a diplomat with a UN affiliation, not a comedian or parody account. The comments focus on crediting the artist of the drawing and discussing the scientific breakthrough, with no indication that the post is intended as satire or comedy. The content is presented as a factual claim, not as hyperbole or a recognizable joke format."
https://x.com/i/status/2010079950800617648,no,nnw_correct_judge_rejected,false,not_satire,"The post is from an account that mixes history with memes, but the content itself is presented as a factual explanation about why a C-17 cannot take off from an aircraft carrier. The video shows a crash, which could be interpreted as a joke, but the text is serious and the comments include both serious technical discussions and some jokes. There is no clear comedic framing (e.g., punchlines, audience laughter, or explicit parody). The account's bio 'Education through memes' suggests a blend, but the post does not have unmistakable satire signals. Many replies treat it as a genuine claim, and the video could be mistaken for real footage. Therefore, it is not overt satire."
https://x.com/i/status/2034574905858040263,yes,nw_miss_judge_killed_good,false,not_satire,"The author's bio explicitly states 'Everything I post is made up.' The post itself is a false claim (Man Utd did play a Champions League knockout in 2022). The comments overwhelmingly correct the factual error, with many expressing genuine outrage or mockery, not laughter or playing along with a joke. No audience cues indicate comedic framing — no punchlines, no parody account signals, no recognizable meme format. The engagement reflects correction and argument, not shared satire. Therefore, this is not overt satire; it's a false claim being debunked in replies."
https://x.com/i/status/2037889000514392308,no,nnw_correct_search_exhausted,false,no_postcontext,
https://x.com/i/status/2000145480823472204,no,nnw_correct_search_exhausted,false,no_postcontext,
https://x.com/i/status/2036557734410076512,no,nnw_correct_search_exhausted,false,no_postcontext,
https://x.com/i/status/1999999737379143950,yes,nw_published_directional,false,not_satire,"The post presents a fabricated news story about Russia offering a free cancer vaccine worldwide, accompanied by a manipulated image of Putin. The author is a science-themed account, not a known comedian or parody. Comments are mixed: some treat it as real (even if skeptical), some call it fake, but none clearly indicate the post is a joke or comedic bit. There is no audience laughter, punchline, or self-evident absurdity that makes comedic intent unmistakable. This is more likely disinformation or propaganda than satire."
https://x.com/i/status/1995257156879401238,no,nnw_correct_search_exhausted,false,no_postcontext,
https://x.com/i/status/2036903878726131807,yes,nw_miss_judge_killed_good,false,not_satire,"The author is NewsWire, a news account with a serious bio ('U.S. and world news. Turn on notifications 🔔'). The post reports a factual-sounding event: Israel, US, and Argentina voting against a UN resolution to condemn slavery, with UK and EU abstaining. This resembles a real news headline. The comments are uniformly critical and outraged, expressing moral condemnation or mocking the countries—no one replies with laughter, references to a joke, or recognition of parody. Instead, they treat the post as reporting a real vote. There is no indication of comedic intent, absurd hyperbole, or a known parody format. The account is not a comedian or satire page, and the post itself lacks any markers of humor (e.g., punchlines, audience laughter, meme framing). Therefore, this post is not overt satire. It appears to be a false or misleading claim presented as serious news, which falls outside the definition of satire used here."
https://x.com/i/status/2020736450589790541,yes,nw_success,false,not_satire,"The post presents a factual claim about Jeffrey Epstein and the Kiswah of the Kaaba, framed as a news alert with emojis. The author's profile does not indicate a known comedian or parody account, and the post lacks any comedic framing, punchlines, or audience laughter. The comments overwhelmingly treat the post as a serious but false claim, providing corrections and expressing outrage rather than engaging with it as a joke. No commenters indicate they are in on a satirical bit. Therefore, the post is not overt satire; it is a misleading factual claim that the audience is reacting to as misinformation."
https://x.com/i/status/2043729676795879601,yes,nw_success,false,not_satire,"The post presents a fabricated claim about Zelensky and Epstein, using AI-generated images. The author's bio and the hashtag #ItsAllOfThem suggest a conspiratorial tone, not comedy. Comments overwhelmingly call it fake AI propaganda, with no one treating it as a joke. The author is not a known comedian, and the post lacks any markers of satire (e.g., punchlines, audience laughter). It is a deceptive post, not overt satire."
https://x.com/i/status/2051895061877870735,yes,nw_published_directional,false,not_satire,"The post is from a fan account, not a known comedian or parody account. It presents a fabricated claim about a 'surge in orders' for a Katy Perry Met Gala mask, mimicking a real news headline. The comments overwhelmingly treat it as a lie or scam, not as a joke they are in on — they mock the author for making up the story. There is no comedic framing, punchline, or audience laughter. The post is a false factual claim, not overt satire."
https://x.com/i/status/2039395207213670691,yes,nw_miss_verifier_killed_good,false,not_satire,"The post is a clear attempt at a false, deceptive claim, not a joke. The author (@Eyes_Left) is a political podcast account, not a comedian. The original post falsely claims the woman in a TikTok video was killed by an Iranian missile, but the video is a genuine dance from a living TikTok user (blossomt_). Comments include many skeptical and mocking reactions (e.g., 'source: i made it up!', 'trust me bro', 'you just making up shit'), but the post itself is presented as a factual (albeit false) statement — a fabricated news-like claim. The post is dated April 1 but does not use recognizable satire framing; it mimics a real news correction ('Old video. She was killed...'). The audience is not 'in on' a joke; they are calling out the lie. This is misinformation dressed as news, not overt comedy. is_satire=false."
https://x.com/i/status/2018455684661338294,yes,nw_miss_judge_killed_good,false,not_satire,"The post presents an email screenshot alleging that Epstein and Maxwell buried two foreign children strangled during rough sex. The author, Boston Smalls, has a bio saying 'Fuck maga' and links to TikTok/YouTube, but does not explicitly identify as a comedian or satire account. The post is not framed as a joke, parody, or stand-up clip; it mimics a leaked document (an email). The comments largely treat it as a serious revelation or express shock (e.g., 'nothing seems fiction now,' 'Epstein should have been shot'), with only one comment possibly sarcastic ('What first attracted you to pedofiles?'). No comments indicate laughter or recognition of a comedy bit. The fact-checking reply from @grok treats it as a claim to be verified, not a joke. Although the email may be dubious or fabricated, the post itself does not carry unmistakable comedic intent. It appears to be a conspiratorial claim being shared as truth, not satire. Therefore, is_satire=false."
https://x.com/i/status/2013709637363630273,no,nnw_correct_judge_rejected,false,not_satire,"The post is a classic James O'Keefe undercover 'exposé' video, presented as serious investigative journalism. The author is a known activist/journalist, not a comedian or parody account. The content is framed as revealing secret plans about carbon taxes, weather modification, and chemtrails, with a tone of alarm and exposure. While some comments find the disguise amusing, the majority of replies treat the claims as serious, expressing outrage or demanding action. There is no audience laughter, punchline, or self-evident absurdity that would make the comedic intent unmistakable. The post is not satire; it is a fabricated-style 'sting' operation that many viewers take at face value."
https://x.com/i/status/2052054023264772324,yes,nw_miss_writer_abstained,true,earlier_decline_no_change,"The author's bio explicitly states 'PARODY ACCOUNT. Don't take the posts seriously,' which is a clear and unmistakable signal of comedic intent. The post fabricates a quote from Miley Cyrus's boyfriend, but the parody label indicates it is meant as satire or a joke, not as a deceptive fake news claim. While many comments treat it as sincere, the author's self-identification as a parody account makes the comedic intent overt."
https://x.com/i/status/2048488494243176855,yes,nw_miss_verifier_killed_bad,false,not_satire,"The post claims to have beaten cancer with a photo of a bald child in a hospital bed. The comments show a mix of congratulations and accusations of being fake news, with some users explicitly calling it false. The author is not a known comedian or parody account, and the post lacks any comedic framing, punchlines, or audience laughter. The content appears to be a fabricated or misleading claim, not overt satire. Therefore, it is not satire."
https://x.com/i/status/1988041452493172783,no,nnw_correct_search_exhausted,false,no_postcontext,
https://x.com/i/status/2024612128422793276,yes,nw_miss_judge_killed_bad,false,not_satire,"The original post, a video with a 'BREAKING NEWS' overlaid text depicting a real-looking confrontation on a bus, is not framed as a joke or comedy. The author's profile ('Patriot trying to save Britain', 'Sharing news') suggests sincere or partisan commentary, not parody. Comments overwhelmingly treat the incident as a real clash of cultures, criticizing the fasting man's behavior — they do not laugh at a punchline or recognize a comedic bit. No audience laughter, no stand-up/sketch context, no obvious meme formatting. Even if the original video might have been staged or edited (unclear from evidence), the post itself is presented as a factual report, and the audience reacts to it as a real event. Therefore, it is not unmistakable satire; it's a post making a political/cultural point through apparent real footage."
https://x.com/i/status/2002086396576887148,no,nnw_correct_judge_rejected,false,not_satire,"The post is a simple, apparently sincere question praising an AI-generated visual, with the author's bio indicating they post 'viral moments' and learning videos. The video shows a crude, rusted Iron Man-like figure that appears to be a cheap AI knockoff of the movie scene. The comments overwhelmingly react with criticism and mockery ('looks terrible', 'stolen work', 'lazy reskin'), treating it as a poor attempt rather than a joke. No commenters treat it as a comedy bit; they are calling out low-quality AI-generated content. The author is not a known comedian or parody account, and there is no framing (e.g., punchline, laughter, hashtag like #comedy) that signals overt satire. The post reads as a genuine (if exaggerated) commendation of AI, not a joke. Therefore, it is not satire."
https://x.com/i/status/2057319768294896022,yes,nw_miss_verifier_killed_good,false,not_satire,"The post mimics a breaking news announcement about Vishal Sikka joining Anthropic, without any clear comedic framing, punchline, or absurd hyperbole. The author is a software engineer, not a known comedian or parody account. While some comments treat it as a joke (e.g., references to Rajinikanth, 70-hour work weeks), others ask if it's real or call it fake news, indicating the comedic intent is not unmistakable. The post could be mistaken for a sincere false claim, and the signals are insufficient to classify it as overt satire that the audience is clearly in on."
https://x.com/i/status/1985675392586264946,no,nnw_correct_judge_rejected,false,not_satire,"The post is a news report from Dexerto, a legitimate news source for gaming and influencer content. It reports a factual event about a YouTuber's channel being wrongly terminated by AI moderation. The comments treat the post as a serious issue, expressing concern and criticism, not as a joke or parody. There is no indication of comedic intent, absurd hyperbole, or recognizable satire format. The author is not a comedian or parody account. Therefore, the post is not satire."
https://x.com/i/status/1991574142038999227,no,nnw_correct_judge_rejected,false,not_satire,"The post is a straightforward news report from a credible Bloomberg journalist about a Coast Guard policy change regarding the swastika. The tone is serious and factual, not humorous or exaggerated. The comments overwhelmingly treat it as real news — expressing outrage, citing sources, and reacting sincerely. There is no indication that the author is a comedian or parody account, and the post does not resemble a joke, meme, or comedic format. Even though some replies include sarcasm, the post itself is not satire; it is reporting a claimed policy change."
https://x.com/i/status/2046782070840586266,yes,nw_published_directional,false,not_satire,"The post is a serious accusation that Nick Fuentes received $250,000 from the SPLC. The author is a conservative veteran account, not a known comedian or parody. The comments overwhelmingly reject the claim as false, calling it a lie or baseless fabrication, rather than treating it as a joke. There are no markers of overt satire such as punchlines, audience laughter, or recognizable comedic framing. The post appears to be a fabricated claim presented as fact, not a joke the audience is in on."
https://x.com/i/status/2049702745783882104,yes,nw_miss_search_exhausted,false,no_postcontext,
https://x.com/i/status/1979373591767531959,no,nnw_correct_search_exhausted,false,no_postcontext,
https://x.com/i/status/2023868808386277835,no,nnw_correct_judge_rejected,true,earlier_decline_no_change,"The post is clearly a humorous reaction to a fan-made modification of Super Mario 64 with a North Korean theme, as evidenced by the video showing a parody title screen and level. The author is a gaming streamer, not a news source, and the content is an obvious meme/game mod. Comments overwhelmingly treat it as a joke (e.g., 'Inject this game into my veins', 'Kim Jong Un approved', 'Instead of getting 120 stars, you collect 120 nukes'), with laughter and playful engagement. There is no indication anyone takes it as a sincere factual claim."
https://x.com/i/status/2028943273042100353,yes,nw_miss_judge_killed_good,false,not_satire,"The post is a real news clip of Senator John Fetterman's exchange with a reporter, shared by a journalist (Aaron Rupar). The comments overwhelmingly treat it as a sincere factual discussion — some defending Fetterman's point, others criticizing him. No mention of parody, comedy, or laughter. The author is a journalist, not a comedian. The content is not exaggerated or absurd; it's a legitimate political discourse. Therefore, it is not satire."
https://x.com/i/status/2001327023839735928,yes,nw_success,false,not_satire,"The post shows a video of children in a flooded tent with a plea for donations. The author's bio is a humanitarian fundraising account, not a comedian or parody account. The comments overwhelmingly accuse the post of being AI-generated or staged ('Pallywood', 'AI slop', 'conman'), treating it as a deceptive fabrication rather than a joke. Many replies express anger or correction, not laughter or comedic engagement. There is no irony, punchline, or recognizable meme format. The post is presented as a sincere appeal, and the audience reacts by calling it fake. This is not overt satire; it is content that appears to be a fabricated or misleading claim framed as real. Therefore, is_satire=false."
https://x.com/i/status/2041676371127370152,yes,nw_miss_judge_killed_good,false,not_satire,"The author is Pepe Escobar, a known geopolitical analyst, not a comedian or parody account. The post claims American ships paid tolls in yuan in the Strait of Hormuz, which appears to be a fabricated or unsubstantiated claim — there is no evidence of such an event. The comments largely treat the post as if it were a real event: some express glee or mockery of the US, but none treat it as an obvious joke or comedic bit. A few commenters use laughing emojis, but that is a common reaction to perceived poetic justice, not a signal of overt parody. No audience laughter, stand-up framing, or recognizable meme format is present. The post reads as a sincere (though potentially false) geopolitical commentary, not unmistakable satire."
https://x.com/i/status/2013638785850843460,no,nnw_correct_search_exhausted,false,no_postcontext,
https://x.com/i/status/2004909604052889910,yes,nw_success,false,not_satire,"The post is from a political activist account with a serious tone, presenting a real Minnesota law about voter vouching as evidence of potential fraud. The comments overwhelmingly treat it as a serious issue, expressing outrage and concern, not as a joke or parody. There is no indication of comedic intent, audience laughter, or parody framing. The author's profile and engagement confirm it is a sincere political claim, not satire."
https://x.com/i/status/2020558648716521763,yes,nw_miss_judge_killed_good,false,not_satire,"The post presents a fabricated news headline about a leaked email linking King Charles's aide to Epstein Island. The author's profile ('Restore Britain') and the comments show no comedic framing—commenters engage seriously with conspiracy theories about Charles, Diana, and Jimmy Savile. There is no audience laughter, parody cues, or self-evident absurdity. The post mimics real news and is treated as factual by the audience, making it a false claim rather than satire."
https://x.com/i/status/2036122449536811392,yes,nw_published_directional,true,real_note_lost,"The post shares an image with a false claim that bumps on a steering wheel are Braille for blind drivers to find the horn, humorously implying blind people drive. The author is a retired fashion retailer/golfer, not a known comedian or parody account. However, the text in the image itself includes '#themoreyouknow' and 'Please share, save lives,' which is a classic meme format for absurd 'fun facts.' The comments overwhelmingly treat it as a joke—laughing, adding to the absurdity (e.g., 'deaf people riding motorcycles won't hear the horn,' 'what are blind people doing behind the wheel'), rather than taking it as real news or expressing confusion. Several replies mock the premise, and there is no serious correction or debate about the factual claim. The high engagement and playful tone indicate the audience is clearly in on the joke. Therefore, this is overt satire/comedy—the audience recognizes the post as a humorous bit, not a sincere factual claim."
https://x.com/i/status/2025496691588104274,yes,nw_miss_judge_killed_good,false,not_satire,"The post points out that the new Xbox CEO's gaming achievements all have the same dates, suggesting the account was pre-set by Microsoft for PR purposes. The author, 'China pulse,' is a news aggregation account, not a known comedian or parody account. The post itself is presented as a factual observation (a 'fun break' but not obviously a joke—it includes screenshots and a serious claim). The comments are mixed: some make jokes ('how do you do, fellow gamers?'), but many take the claim seriously, discussing deception and criticizing Microsoft or making cultural attacks. There is no clear comedic framing in the post (no punchline, no audience laughter, no stand-up format). The author's bio indicates 'China-related news and international struggle,' which leans toward serious geopolitical commentary, not satire. While the post has an element of humor for some, it is not overtly satirical; many viewers treat it as a legitimate accusation of corporate fakery. Thus, is_satire=false."
https://x.com/i/status/2052825590319690191,no,nnw_fp_published,true,fp_removed,"The author, Sammy Obeid, is a comedian (indicated by 'math-comic' in bio, performs stand-up). The post links to a stand-up comedy video where he tells an absurd story about an Iranian general claiming to have hacked the FBI and revealing a botched assassination plot against Charlie Kirk involving a microphone explosive device. The tone is clearly comedic, with punchlines ('like and subscribe to my page', 'do you have Lego content?') and audience laughter implied. The comments show a mix of people playing along with the joke (noticing the absurdity of repaving) and some taking it seriously, but the overall framing — comedian on stage, ridiculous premise (FBI password = Valhalla123, exploding microphone from Best Buy), and self-deprecating humor about making jokes the same day — makes comedic intent unmistakable. This is a stand-up bit, not a sincere claim. The audience engagement (84K likes, 10K retweets) and the fact that replies include both those who seem to believe it and those joking back support that the post is satire the room is largely in on."
https://x.com/i/status/2039707797244215475,yes,nw_miss_judge_killed_good,false,not_satire,"The post presents a factual-sounding claim about Trump's approval rating, and the author's tone is sarcastic but not overtly comedic. The author's profile indicates a political commentator, not a comedian or parody account. The comments treat the post as a real statement, with users agreeing or debating the claim, not laughing or recognizing a joke. There is no audience laughter, punchline, or absurd hyperbole that would make comedic intent unmistakable. Therefore, the post is not satire."
https://x.com/i/status/2032514777663021439,yes,nw_miss_judge_killed_bad,false,not_satire,"The post is from the official U.S. Department of Labor account, a government agency, not a comedian or parody account. The content is a straightforward claim about wages and prices, with no absurdity, punchline, or comedic framing. The comments overwhelmingly treat it as a serious false or misleading statement, accusing the account of lying and gaslighting, rather than engaging with it as a joke. There is no audience laughter, meme format, or other unmistakable signal of satire. Therefore, the post is not overt satire."
https://x.com/i/status/2002014744727728582,no,nnw_fp_published,false,not_satire,"The post is a sincere call to support Karmelo Anthony, a young man charged with murder after a self-defense claim. The author is an organizer and lawyer, not a comedian or parody account. The comments overwhelmingly treat the post as a serious political/legal issue, with users arguing against supporting him and referencing the victim. No comments indicate laughter or recognition of a joke. The video is a straightforward advocacy piece. There is no evidence of comedic framing, hyperbole, or audience-in-on-the-joke dynamics. Thus, the post is not satire."
https://x.com/i/status/1994449046916731187,no,nnw_fp_published,false,not_satire,"The post is by a sitting California State Senator, not a comedian or parody account. It describes a real (if disputed) political event — Trump's Truth Social post — and uses dramatic language ('Reichstag Fire') to draw a warning, which is a common rhetorical device in political discourse. The comments do not treat the post as comedy; instead, they attack the author personally (calling him a 'pedo protector') or ask about the murder reference, showing they engage with it as a sincere claim about politics. The post is not self-evidently absurd or a meme format — it's a political commentary reacting to a real policy announcement. There is no audience laughter, stand-up framing, or other unmistakable comedic signals. Therefore, this is not satire — it's a sincere (if hyperbolic) political post."
https://x.com/i/status/2033436730251264262,yes,nw_success,false,not_satire,"The post presents a false claim about Netanyahu's death and deepfake appearances as a breaking news alert, not as a joke or parody. The author's bio is that of a journalist and author, not a comedian or satire account. Comments show a mix of believers and mockers, but no clear recognition of comedic intent. The post lacks any self-evident absurdity or meme format that would make it unmistakably satire. It is a fabricated conspiracy theory, not overt comedy."
https://x.com/i/status/2025357414841663677,yes,nw_success,false,not_satire,"The post is a serious conspiracy theory claim that a video shows Ghislaine Maxwell and her brother. The author's profile presents as a right-wing activist, not a comedian or parody account. The comments overwhelmingly treat the post as a genuine claim, analyzing the video's details and expressing belief. There is no indication of humor, irony, or comedic framing. The post does not use recognizable satire formats or self-evident absurdity. Therefore, it is not overt satire."
https://x.com/i/status/2052999491662320103,no,nnw_correct_judge_rejected,false,not_satire,"The post reads as a genuine anecdote about a cement sale dispute, not as a joke or parody. The author is a legal practitioner and influencer, not a known comedian. The comments are entirely serious legal and business advice, with no laughter or recognition of a comedic bit. The post lacks any self-evident absurdity, punchline, or meme format. There is no indication that the audience is 'in on a joke.' Therefore, it is not satire."
https://x.com/i/status/2041891972512936030,yes,nw_miss_search_exhausted,false,no_postcontext,
